chromosome	start	end	gene	log2	baf	cn	cn1	cn2	depth	probes	weight	sem	ci_lo	ci_hi	pi_lo	pi_hi
chr10	124580483	124626308	LHPP,FAM53B	-0.191273	0.361111	2	1	1	28.339	65	56.9197	0.038952	-0.267516	-0.111266	-0.695082	0.43013
chr10	124626308	124752502	FAM53B	0.268529	0.40625	3	2	1	37.646	177	157.508	0.0225909	0.230384	0.315068	-0.284714	0.897969
chr10	124752502	124913947	EEF1AKMT2,ABRAXAS2	-0.113153	0.4	2	1	1	34.1691	221	178.679	0.0178261	-0.148093	-0.0787117	-0.642247	0.334058
chr10	124914652	125168451	ZRANB1,CTBP2	0.236813	0.414855	3	2	1	39.6857	354	311.178	0.0165145	0.204773	0.269215	-0.332435	0.810547
chr10	125168451	125676050	-,TEX36-AS1,TEX36	-0.190813	0.389566	2	1	1	27.9921	684	568.002	0.0117377	-0.216693	-0.173065	-0.770117	0.385161
chr10	125676050	126514997	TEX36,LOC283038,EDRF1-DT,EDRF1,MMP21,UROS,BCCIP,DHX32,DHX32,FANK1,FANK1,ADAM12,ADAM12,ADAM12,LINC00601,C10orf90,C10orf90	0.279594	0.411765	3	2	1	42.4237	1129	983.879	0.00999912	0.256679	0.298664	-0.39328	0.896158
chr10	126514997	126904156	C10orf90	-0.144901	0.380952	2	1	1	28.8734	512	435.018	0.0126416	-0.165903	-0.122089	-0.696987	0.413009
chr10	126904156	127047270	DOCK1	0.109228	0.418182	2	1	1	36.7427	194	170.383	0.0229267	0.075453	0.150225	-0.433412	0.681673
chr10	127047270	131869456	DOCK1,NPS,FOXI2,CLRN3,PTPRE,MKI67,LINC01163,LINC02667,MGMT,EBF3,C10orf143,GLRX3,MIR378C,TCERG1L,-,LINC01164	-0.19821	0.352941	2	1	1	26.6043	6600	5427.64	0.00411759	-0.204354	-0.189813	-0.810321	0.436494
chr10	131869456	132025260	PPP2R2D,BNIP3	0.0510396	0.424242	2	1	1	33.1437	214	184.153	0.0220436	0.000946447	0.0904946	-0.487113	0.762507
chr10	132025260	132296685	JAKMIP3,DPYSL4,STK32C	-0.25686	0.353095	1	1	0	25.568	365	298.608	0.0174613	-0.281678	-0.218941	-0.857244	0.490217
chr10	132296685	132642134	STK32C,LRRC27,PWWP2B,LINC02870,LOC107984282,INPP5A,INPP5A	0.251496	0.428571	3	2	1	40.8307	476	406.122	0.0168541	0.22079	0.290908	-0.435809	1.0127
chr10	132642134	133251252	INPP5A,NKX6-2,CFAP46,LINC01166,LINC01168,ADGRA1-AS1,ADGRA1,KNDC1,UTF1,VENTX,MIR202HG	-0.246579	0.333333	2	1	1	25.5659	821	690.02	0.0126971	-0.273153	-0.230345	-0.839541	0.7503
chr10	133251252	133419041	ADAM8,TUBGCP2,ZNF511,CALY,PRAP1,FUOM,ECHS1,PAOX,MTG1	0.00775577	0.411765	2	1	1	34.1423	221	188.576	0.0229106	-0.0378296	0.0492805	-0.63624	0.797613
chr10	133419041	133786020	MTG1,SPRN,SCART1,CYP2E1,SYCE1,SPRNP1,FRG2B	-0.211531	0.320856	2	1	1	27.8153	353	295.302	0.0174177	-0.248554	-0.181057	-0.921297	0.422354
chr11	60000	177734	LINC01001	-0.228489	0	2	2	0	28.9786	156	130.377	0.0275991	-0.277688	-0.174187	-1.00321	0.390553
chr11	177734	1019503	SCGB1C1,ODF3,BET1L,RIC8A,SIRT3,PSMD13,NLRP6,PGGHG,IFITM5,IFITM2,IFITM2,IFITM1,IFITM3,B4GALNT4,PKP3,SIGIRR,ANO9,PTDSS2,RNH1,HRAS,LRRC56,LMNTD2,RASSF7,MIR210HG,LOC143666,PHRF1,IRF7,CDHR5,SCT,DRD4,DEAF1,EPS8L2,TALDO1,GATD1,LOC171391,CEND1,SLC25A22,PIDD1,RPLP2,PNPLA2,CRACR2B,CD151,POLR2L,TSPAN4,TSPAN4,CHID1,AP2A2,MUC6	0.210778	0.408333	3	2	1	40.2133	1096	891.608	0.0116991	0.185258	0.234747	-0.456862	1.16163
chr11	1019503	1510183	MUC6,LINC02688,MUC2,MUC5AC,MUC5B,TOLLIP,TOLLIP-AS1,BRSK2,MOB2	-0.182337	0.333333	2	1	1	27.0375	660	521.477	0.014194	-0.207652	-0.159619	-0.80121	0.706096
chr11	1510183	1649773	DUSP8,KRTAP5-AS1,KRTAP5-3,KRTAP5-4,KRTAP5-5	-0.0212413	0.36	2	1	1	30.8929	193	159.8	0.0218246	-0.0549073	0.0228663	-0.582543	0.722918
chr11	1649773	1693483	FAM99B	0.523873	0.400404	3	2	1	45.2793	59	47.7251	0.046938	0.454422	0.588219	-0.195309	1.12661
chr11	1693483	1824612	KRTAP5-6,IFITM10,CTSD	-0.0586278	0.4	2	1	1	30.4623	182	150.036	0.0237502	-0.106151	-0.0171244	-0.584261	0.54686
chr11	1824612	1944462	SYT8,TNNI2,LSP1,LINC01150,TNNT3	0.385231	0.424812	3	2	1	40.9089	168	143.198	0.0242543	0.339502	0.424338	-0.197471	1.07572
chr11	1944462	2689646	MRPL23,MRPL23-AS1,LINC01219,H19,INS-IGF2,TH,MIR4686,ASCL2,C11orf21,TSPAN32,CD81-AS1,CD81,TSSC4,TRPM5,KCNQ1	-0.0404982	0.375	2	1	1	30.7046	956	764.888	0.0120654	-0.0594827	-0.01554	-0.740935	0.848708
chr11	2689646	3097841	KCNQ1,KCNQ1-AS1,KCNQ1DN,CDKN1C,SLC22A18AS,SLC22A18,PHLDA2,NAP1L4,CARS1,OSBPL5	0.152884	0.409091	2	1	1	35.1784	562	483.067	0.0134435	0.128814	0.174547	-0.43405	0.820281
chr11	3097841	3279731	OSBPL5,MRGPRG-AS1,MRGPRE,-	-0.153048	0.378844	2	1	1	28.0568	239	196.869	0.0289526	-0.202533	-0.103699	-0.96761	0.681595
chr11	3279731	3292421	-	0.130737		2			30.6048	16	11.6847	0.073878	0.0140615	0.275407	-0.324147	0.650547
chr11	3293126	3325556	-	-0.902796	0	1	1	0	16.5365	26	19.2872	0.0798149	-1.03178	-0.710832	-1.60551	-0.247674
chr11	3325556	3430600	ZNF195,TSSC2	0.106128	0.397674	2	1	1	35.4389	142	122.036	0.0264647	0.0546999	0.162096	-0.461311	0.703836
chr11	3430600	3593455	LOC105376526,LOC101927708	-0.180673	0.296296	2	1	1	29.4311	224	193.315	0.0297201	-0.211255	-0.141699	-0.754917	0.418728
chr11	3593455	3711895	LOC115995503,TRPC2,ART5,ART1,CHRNA10,NUP98	-0.0062	0.386039	2	1	1	34.345	167	141.292	0.0216106	-0.0527244	0.0352825	-0.502547	0.56543
chr11	3711895	4715814	NUP98,PGAP2,RHOG,STIM1,RRM1,RRM1,LINC02749,OR52B4,TRIM21,OR52K2,OR52K1,OR52M1,OR52I2,OR52I1,TRIM68,OR51D1,OR51E1,OR51E2,MMP26	0.0857575	0.380952	2	1	1	37.2545	1323	1109.91	0.00800025	0.0725469	0.100126	-0.520802	0.6089
chr11	4715814	5591423	MMP26,OR51L1,OR52J3,OR52E2,OR52E1,OR52A5,OR52A1,OR52Z1,OR51V1,HBB,HBD,HBBP1,BGLT3,HBG1,HBG2,HBE1,OR51B4,OR51B2,OR51B5,UBQLN3,UBQLNL,OLFM5P,OR52H1,OR52B6	-0.0709456	0.392857	2	1	1	32.5484	1110	988.495	0.00843768	-0.0866912	-0.0570219	-0.683485	0.377841
chr11	5591423	5703518	TRIM6,TRIM6-TRIM34,TRIM5,TRIM22	0.30229	0.427249	3	2	1	45.2198	147	121.219	0.024541	0.252242	0.352618	-0.230589	0.837081
chr11	5703518	6199132	TRIM22,OR56B1,OR52N4,OR52N5,OR52N1,OR52N2,OR52E6,OR52E8,OR52E4,OR52E5,OR56A3,OR56A5,OR52L1,OR56A4,OR56A1,OR56B4,OR52B2	-0.0458871	0.40625	2	1	1	33.8179	616	537.821	0.0112417	-0.067979	-0.0249842	-0.665927	0.400474
chr11	6199132	6706026	OR52W1,C11orf42,FAM160A2,CNGA4,CCKBR,CAVIN3,SMPD1,APBB1,HPX,TRIM3,ARFIP2,TIMM10B,DNHD1,RRP8,RRP8,ILK,TPP1,DCHS1,DCHS1,MRPL17	0.171024	0.422476	2	1	1	37.364	706	621.995	0.0115173	0.150925	0.192101	-0.360788	0.823925
chr11	6706026	7483640	GVINP1,OR2AG2,OR2AG1,OR6A2,OR10A5,OR10A2,OR10A4,OR2D2,OR2D3,ZNF215,ZNF214,NLRP14,RBMXL2,MIR302E,SYT9	-0.0467889	0.394737	2	1	1	32.6535	983	869.483	0.00904888	-0.0661638	-0.0334902	-0.654529	0.383681
chr11	7483640	8027900	OLFML1,PPFIBP2,CYB5R2,OVCH2,OR5P2,OR5P3,OR5E1P,LOC283299,OR10A6,OR10A3,NLRP10,EIF3F,CASC23	0.103938	0.4	2	1	1	36.0416	714	617.503	0.0124229	0.0813738	0.123334	-0.600022	0.669025
chr11	8027900	8668039	TUB,RIC3,LMO1,STK33,TRIM66	-0.0752833	0.382353	2	1	1	30.3884	851	722.478	0.0100149	-0.0934569	-0.0617136	-0.629377	0.453027
chr11	8668039	10936021	RPL27A,DENND2B,AKIP1,C11orf16,ASCL3,TMEM9B,TMEM9B-AS1,TMEM9B-AS1,NRIP3,SCUBE2,KRT8P41,DENND5A,TMEM41B,IPO7,LOC644656,ZNF143,ZNF143,WEE1,WEE1,SWAP70,SWAP70,LINC02709,SBF2-AS1,SBF2-AS1,SBF2,SBF2,SBF2,ADM,CAND1.11,CAND1.11,AMPD3,MTRNR2L8,RNF141,IRAG1-AS1,IRAG1-AS1,IRAG1-AS1,IRAG1,IRAG1,IRAG1,CTR9,EIF4G2,LOC101928053,ZBED5,ZBED5-AS1	0.262713	0.421053	3	2	1	43.7681	3019	2489.64	0.00536388	0.252216	0.2708	-0.316093	0.867729
chr11	10936021	11011456	-	-0.0966312	0.347826	2	1	1	29.7838	95	82.7084	0.0267692	-0.139542	-0.0462934	-0.530656	0.333694
chr11	11011456	11637495	GALNT18	0.0983426	0.40625	2	1	1	32.5872	860	736.505	0.00925774	0.082446	0.114157	-0.439873	0.609834
chr11	11637495	11780610	MIR4299	-0.0739524	0.384615	2	1	1	28.8114	186	156.607	0.0182321	-0.108768	-0.0390609	-0.587965	0.32706
chr11	11780610	11819385	MIR8070	0.160602	0.421111	2	1	1	39.2077	52	45.7843	0.0324719	0.0963239	0.229433	-0.284546	0.564144
chr11	11819385	11827140	-	-0.150125	0.395652	2	1	1	31.2694	10	8.61997	0.0466417	-0.233357	-0.0758507	-0.378214	0.0724613
chr11	11827140	12944564	USP47,DKK3,LINC02547,LINC02547,MICAL2,MICALCL,MICALCL,PARVA,TEAD1	0.308952	0.420671	3	2	1	42.1683	1513	1346.45	0.00792784	0.297303	0.322832	-0.269401	0.966058
chr11	12944564	13258993	TEAD1,LINC00958,RASSF10	-0.046361	0.392857	2	1	1	31.3622	427	376.746	0.0119503	-0.0701293	-0.0256868	-0.598675	0.366891
chr11	13258993	13466968	ARNTL,BTBD10	0.12019	0.413793	2	1	1	36.2982	275	244.37	0.0159579	0.0977169	0.148306	-0.351997	0.662608
chr11	13467673	14234007	PTH,-,FAR1,LINC02548,LINC02545,LINC02683,SPON1	-0.0639722	0.392857	2	1	1	31.4398	984	848.655	0.00860641	-0.0793977	-0.0492787	-0.691882	0.416507
chr11	14234007	14387697	SPON1,RRAS2	0.183502	0.391304	2	1	1	39.9732	212	183.463	0.0158958	0.155359	0.2032	-0.25671	0.601453
chr11	14387697	14448327	-	-0.016841	0.4	2	1	1	35.3141	78	65.0365	0.0272419	-0.0537456	0.0307994	-0.550909	0.415969
chr11	14448327	14660532	COPB1,PSMA1,PDE3B	0.190919	0.409091	2	1	1	41.7709	273	237.357	0.015117	0.164147	0.223221	-0.302068	0.693186
chr11	14660532	14889656	PDE3B,CYP2R1	-0.0223269	0.38549	2	1	1	36.3851	248	214.708	0.0162393	-0.0504699	0.00322537	-0.72771	0.356815
chr11	14889656	14897411	CYP2R1	0.557743	0.532272	3	2	1	48.3656	11	8.6005	0.0931398	0.402459	0.748691	0.207299	1.12505
chr11	14897411	15599591	CALCA,CALCB,INSC,LINC02751	-0.0775987	0.4	2	1	1	29.9157	936	815.183	0.00829681	-0.0904894	-0.0608094	-0.589077	0.358422
chr11	15599591	16316575	LINC02751,SOX6	0.107441	0.413793	2	1	1	35.6212	933	842.211	0.00792643	0.0941818	0.123172	-0.369	0.596319
chr11	16317985	16592934	SOX6	-0.00133502	0.413043	2	1	1	36.6603	324	298.594	0.0119952	-0.0242445	0.0151679	-0.441432	0.40641
chr11	16592934	16621134	SOX6	0.272497	0.553191	3	2	1	43.9999	33	29.6107	0.0323345	0.214146	0.338248	0.0157435	0.642082
chr11	16621134	16733934	SOX6	-0.080461	0.394542	2	1	1	35.4676	134	116.222	0.0240411	-0.118396	-0.0389473	-0.666777	0.304842
chr11	16733934	17411438	SOX6,C11orf58,PLEKHA7,OR7E14P,RPS13,PIK3C2A,NUCB2,NCR3LG1,KCNJ11,ABCC8	0.136901	0.413793	2	1	1	38.9339	927	761.835	0.00945036	0.115236	0.154117	-0.443767	0.640501
chr11	17411438	18234172	ABCC8,USH1C,OTOG,LINC02729,MYOD1,KCNC1,SERGEF,TPH1,SAAL1,SAA3P,MRGPRX3,MRGPRX4,SLC25A51P4,SAA2-SAA4	-0.110646	0.375	2	1	1	28.8678	1126	953.076	0.00783483	-0.123167	-0.0972238	-0.609864	0.396539
chr11	18234172	18765742	SAA2-SAA4,SAA1,HPS5,GTF2H1,MIR3159,LDHA,LDHA,LDHC,LDHAL6A,TSG101,UEVLD,SPTY2D1OS,SPTY2D1,TMEM86A,IGSF22,PTPN5	0.0927091	0.416667	2	1	1	38.1969	736	604.628	0.0107251	0.0741596	0.116971	-0.434348	0.651292
chr11	18765742	18920841	PTPN5	-0.152831	0	2	2	0	29.4146	205	169.222	0.0185236	-0.180897	-0.119279	-0.695002	0.334524
chr11	18920841	18944106	MRGPRX1	0.489791	0.326136	3	2	1	63.2259	24	11.7703	0.0309315	0.42292	0.557912	0.260478	0.767532
chr11	18944106	19065366	MRGPRX2	-0.148254	0.367003	2	1	1	31.0521	160	133.172	0.020999	-0.191068	-0.112653	-0.760864	0.269102
chr11	19066776	20065760	ZDHHC13,CSRP3,E2F8,E2F8,NAV2	0.113017	0.409091	2	1	1	34.2133	1373	1192.46	0.00827397	0.0997614	0.130624	-0.442707	0.737842
chr11	20065760	27177086	NAV2,DBX1,HTATIP2,PRMT3,SLC6A5,NELL1,ANO5,SLC17A6,LINC01495,FANCF,GAS2,SVIP,CCDC179,MIR8054,LUZP2,ANO3,SLC5A12,FIBIN,BBOX1,BBOX1-AS1	-0.0283713	0.407407	2	1	1	34.9347	8758	7911.76	0.00283162	-0.0334115	-0.0229337	-0.606017	0.423228
chr11	27177086	27519716	BBOX1-AS1,CCDC34,LGR4,LGR4-AS1,LIN7C,BDNF-AS	0.259694	0.427052	3	2	1	43.7536	450	387.622	0.0121175	0.236585	0.282584	-0.210729	0.786483
chr11	27519716	28038595	BDNF-AS,BDNF,KIF18A	-0.044774	0.404255	2	1	1	31.981	691	629.271	0.00889454	-0.0624421	-0.0301965	-0.525957	0.391554
chr11	28038595	28150690	KIF18A,KIF18A,METTL15,METTL15	0.17347	0.419761	2	1	1	42.8076	125	116.312	0.0207621	0.141133	0.207509	-0.245789	0.742173
chr11	28150690	31360551	METTL15,MIR8068,LINC02546,LINC01616,KCNA4,FSHB,ARL14EP,MPPED2,DCDC1	-0.0386392	0.405405	2	1	1	33.1325	4081	3697.47	0.00377933	-0.0454259	-0.0321488	-0.572097	0.375521
chr11	31360551	31684146	DCDC1,DNAJC24,IMMP1L,IMMP1L,ELP4,ELP4	0.0814938	0.408163	2	1	1	40.3758	363	323.979	0.01185	0.061866	0.102335	-0.344389	0.558601
chr11	31684146	32052155	ELP4,PAX6,PAX6-AS1,LOC100506675	-0.0873581	0.390244	2	1	1	30.4874	488	426.829	0.0125919	-0.108845	-0.0658019	-0.620615	0.429881
chr11	32052155	32179055	RCN1,SNORA88	0.103636	0.416667	2	1	1	33.8581	179	156.188	0.0237573	0.0558383	0.146192	-0.385201	0.619122
chr11	32179055	32779010	WT1,WT1-AS,EIF3M,CCDC73	-0.0766922	0.391304	2	1	1	32.5794	780	672.731	0.0100423	-0.0951181	-0.0583269	-0.682519	0.452323
chr11	32779010	33372619	CCDC73,PRRG4,QSER1,DEPDC7,TCP11L1,LINC00294,CSTF3,CSTF3-DT,HIPK3	0.141757	0.423077	2	1	1	41.4004	787	655.582	0.00976186	0.123787	0.157781	-0.408904	0.690789
chr11	33372619	33684228	KIAA1549L	-0.082505	0.390774	2	1	1	29.5864	424	363	0.0117518	-0.101168	-0.0634009	-0.578763	0.366042
chr11	33684228	34360323	C11orf91,CD59,FBXO3,FBXO3-DT,LMO2,CAPRIN1,NAT10,ABTB2	0.222827	0.425729	3	2	1	40.7164	937	800.403	0.00966343	0.204294	0.248879	-0.30515	0.867688
chr11	34360323	34582397	CAT,ELF5	0.00624746	0.4	2	1	1	33.258	307	266.556	0.0138022	-0.018437	0.0324668	-0.41977	0.509887
chr11	34582397	34698722	EHF	0.18904	0.419355	2	1	1	38.0484	156	141.101	0.0233795	0.15024	0.220589	-0.330062	0.829653
chr11	34698722	34914452	APIP	-0.0289512	0.4	2	1	1	33.0181	282	248.01	0.0169769	-0.0580333	0.00214897	-0.611689	0.405981
chr11	34914452	36636060	APIP,PDHX,LOC100507144,CD44,SLC1A2,SLC1A2,PAMR1,FJX1,TRIM44,LDLRAD3,COMMD9,PRR5L,TRAF6,RAG1,RAG2,IFTAP	0.050632	0.407407	2	1	1	33.5232	2341	2053.68	0.00587649	0.0391117	0.0601535	-0.526278	0.543568
chr11	36636060	43306762	IFTAP,LINC02760,LINC02759,LINC01493,LRRC4C,LINC01499,LINC02745,LINC02740,HNRNPKP3	-0.0699468	0.4	2	1	1	32.9711	8316	7472.25	0.00281953	-0.0758719	-0.0658725	-0.631742	0.371685
chr11	43306762	43468206	API5,TTC17	0.0734264	0.413793	2	1	1	37.4795	205	182.425	0.0191231	0.0397336	0.100988	-0.3355	0.561152
chr11	43468206	43614141	TTC17,MIR670,MIR670HG,MIR129-2	-0.171457	0.4	2	1	1	28.0781	200	168.335	0.0197339	-0.208451	-0.122547	-0.648363	0.422478
chr11	43614141	43946901	HSD17B12,ALKBH3,ALKBH3,ALKBH3,ALKBH3-AS1,C11orf96	0.0743899	0.410256	2	1	1	36.8275	433	384.368	0.0139208	0.0462966	0.0946199	-0.46169	0.639698
chr11	43946901	44226786	ACCSL,ACCS,EXT2	-0.00428093	0.384615	2	1	1	32.1428	390	336.439	0.0131887	-0.031755	0.0167524	-0.48217	0.519035
chr11	44226786	44556725	EXT2,ALX4	-0.191768	0.347826	2	1	1	26.2866	453	360.28	0.0153004	-0.214202	-0.158914	-0.766014	0.418461
chr11	44556725	44582810	CD82	0.33366	0.590909	3	2	1	39.4757	36	32.2273	0.0576415	0.227682	0.451216	-0.189588	1.00477
chr11	44582810	45331519	CD82,TSPAN18,TP53I11,LINC02685,PRDM11,SYT13,SYT13	-0.0413232	0.382353	2	1	1	29.3216	1034	838.09	0.00941762	-0.061857	-0.028129	-0.699609	0.501916
chr11	45331519	45404839	LINC02696,LINC02687	0.0427656	0.37931	2	1	1	31.0474	102	82.9559	0.0311505	-0.0108627	0.106698	-0.516263	0.615254
chr11	45404839	45798934	CHST1,MIR7154,LOC100507384,LINC02716	-0.21275	0.336478	2	1	1	25.6044	543	416.157	0.0135265	-0.235286	-0.18786	-0.777564	0.356742
chr11	45798934	46133103	SLC35C1,CRY2,CRY2,MAPK8IP1,C11orf94,PEX16,LARGE2,PHF21A,PHF21A	0.127751	0.411765	2	1	1	37.5723	457	394.982	0.0143098	0.101372	0.156915	-0.431881	0.804733
chr11	46133103	46228278	LOC101928894	-0.11832	0.25	2	2	0	31.4598	133	112.197	0.0217354	-0.160818	-0.0780861	-0.645451	0.321495
chr11	46228278	46702038	CREB3L1,CREB3L1,DGKZ,MDK,CHRM4,CHRM4,AMBRA1,AMBRA1,HARBI1,ATG13,ARHGAP1,ZNF408	0.17681	0.405601	2	1	1	39.8687	648	526.599	0.0126415	0.156249	0.197802	-0.437006	0.82991
chr11	46702038	47170862	ZNF408,F2,CKAP5,LRP4-AS1,LRP4,C11orf49,ARFGAP2	-0.00015603	0.416667	2	1	1	35.2741	639	537.548	0.0116516	-0.0244085	0.0197174	-0.596378	0.539096
chr11	47170862	47220917	ARFGAP2,PACSIN3,DDB2	0.39191	0.299145	3	2	1	49.2728	65	45.3478	0.0305735	0.310909	0.450754	-0.0542737	0.780251
chr11	47220917	47249822	DDB2,ACP2,NR1H3	0.0169516	0.397674	2	1	1	36.1692	41	34.3203	0.0351156	-0.0295491	0.0843766	-0.377328	0.467283
chr11	47249822	47650966	NR1H3,MADD,MADD,MYBPC3,SPI1,MIR4487,SLC39A13,PSMC3,RAPSN,CELF1,PTPMT1,KBTBD4,NDUFS3,FAM180B,C1QTNF4,MTCH2	0.0947586	0.416667	2	1	1	37.6424	554	442.081	0.0122384	0.0687805	0.116978	-0.457514	0.632401
chr11	47650966	47698201	AGBL2	-0.198578	0.42455	2	1	1	32.5559	67	50.3143	0.0296744	-0.256704	-0.140222	-0.634034	0.230526
chr11	47698201	48128251	AGBL2,FNBP4,NUP160,NUP160,-,PTPRJ	0.126355	0.414634	2	1	1	40.8072	584	453.222	0.0126884	0.0996757	0.151757	-0.40839	0.783186
chr11	48128251	48879780	PTPRJ,OR4B1,OR4X2,OR4X1,OR4S1,OR4C3,OR4C5,OR4A47,-	-0.281809	0.380952	1	1	0	29.7258	877	672.254	0.0118608	-0.304915	-0.259648	-1.06924	0.250003
chr11	48879780	48910095	-	0.0741785	0.59375	2	1	1	33.8541	40	35.3583	0.0493245	-0.00540102	0.179861	-0.370188	0.789212
chr11	48910095	57070107	-,TRIM49B,TRIM64C,FOLH1,LOC440040,OR4C13,OR4C12,OR4C45,SEPTIN7P11,LOC646813,OR4C46,OR4A5,TRIM48,TRIM51HP,OR4A16,OR4A15,OR4C15,OR4C16,OR4C11,OR4P4,OR4S2,OR4C6,OR5D13,OR5D14,OR5L1,OR5D18,OR5L2,OR5D16,TRIM51,OR5W2,OR5I1,OR10AG1,OR7E5P,OR5F1,OR5AS1,OR8I2,OR8H2,OR8H3,OR8J3,OR8K5,OR5J2,OR5T2,OR5T3,OR5T1,OR8H1,OR8K3,OR8K1,OR8J1,OR8U8,OR5AL1,OR5R1,OR5M9,OR5M3,OR5M8,OR5M11,OR5M10,OR5M1,OR5AP2,OR5AR1,OR9G1,OR9G4,LINC02735,OR5AK2,OR5AK4P	-0.477422	0.37931	1	1	0	27.4829	8093	6340.9	0.00660501	-0.487936	-0.464762	-1.8705	0.278445
chr11	57070107	57348580	LRRC55,APLNR,TNKS1BP1,SSRP1,P2RX3	0.153285	0.409091	2	1	1	36.102	392	338.566	0.0157727	0.123065	0.180986	-0.458062	0.738912
chr11	57348580	57639038	P2RX3,PRG3,PRG2,SLC43A3,RTN4RL2,SLC43A1,TIMM10,SMTNL1,UBE2L6,SERPING1	-0.00492601	0.377155	2	1	1	33.0681	407	338.127	0.0153891	-0.0303051	0.0319012	-0.530707	0.589892
chr11	57639038	57811762	MIR130A,YPEL4,CLP1,ZDHHC5,ZDHHC5,MED19,TMX2-CTNND1,TMX2-CTNND1	0.308251	0.411863	3	2	1	45.2235	235	187.408	0.0212991	0.26444	0.349351	-0.302789	0.893384
chr11	57811762	58004226	TMX2-CTNND1,CTNND1	-0.0684691	0.4	2	1	1	32.5976	252	214.606	0.017486	-0.102635	-0.0373985	-0.647256	0.423543
chr11	58004226	58032425	OR9Q1	0.238349	0.428571	3	2	1	40.21	37	31.6746	0.0331172	0.186147	0.304607	-0.0706121	0.666756
chr11	58032425	58509707	OR9Q1,OR9Q2,OR1S2,OR1S1,OR10Q1,OR10W1,OR5B17,OR5B3,OR5B2,OR5B12,OR5B21	-0.078921	0.4	2	1	1	32.8748	614	536.77	0.0105979	-0.0970138	-0.0613833	-0.705091	0.375362
chr11	58509707	58630262	LPXN,ZFP91-CNTF	0.166063	0.414634	2	1	1	39.9457	157	138.124	0.0272156	0.129793	0.208312	-0.699145	0.726052
chr11	58630262	59134333	GLYAT,GLYATL2,GLYATL1,LOC283194,GLYATL1B,FAM111B,FAM111A-DT	-0.0683344	0.392857	2	1	1	31.1162	643	563.652	0.01149	-0.0908659	-0.0482889	-0.740048	0.441927
chr11	59134333	59223868	FAM111A-DT,FAM111A,DTX4,DTX4,MPEG1	0.328821	0.40625	3	2	1	42.6828	127	114.293	0.0240947	0.285428	0.381895	-0.120232	0.964878
chr11	59223868	59541116	OR5AN1,OR5A2,OR5A1,OR4D6,OR4D10,OR4D11,OR4D9	-0.0728123	0.391304	2	1	1	32.2759	410	355.509	0.0142765	-0.103047	-0.0436454	-0.731782	0.441554
chr11	59541116	59684935	-,OSBP,PATL1	0.246785	0.563492	3	2	1	44.2742	198	156.893	0.0266264	0.201147	0.289182	-0.379155	1.10422
chr11	59684935	59752614	OR10V1,OR10V2P	-0.0627536	0.34375	2	1	1	34.8235	93	79.7357	0.0222475	-0.112501	-0.0239791	-0.459181	0.302125
chr11	59752614	59828049	STX3,MRPL16	0.218985	0.59375	3	2	1	38.8443	107	93.6214	0.024008	0.181675	0.264798	-0.241088	0.692564
chr11	59828049	60258096	CBLIF,TCN1,OOSP1,OOSP4B,OOSP2,MS4A3,MS4A2,MS4A6A,MS4A4E	-0.0704337	0.4	2	1	1	32.0604	561	494.221	0.0107156	-0.0913552	-0.0491561	-0.548712	0.354677
chr11	60258096	60345515	MS4A4A,MS4A6E	0.125144	0.421053	2	1	1	41.1766	115	97.2629	0.0188239	0.097804	0.162735	-0.202136	0.582148
chr11	60345515	60755823	MS4A7,MS4A14,MS4A5,MS4A1,MS4A12,MS4A13,LINC00301,MS4A8,MS4A18	-0.108038	0.395349	2	1	1	31.184	529	459.895	0.0111716	-0.132956	-0.0855813	-0.623416	0.347513
chr11	60755823	60787547	MS4A15,MS4A10	0.206684	0.576923	3	2	1	35.8869	45	36.3498	0.0519793	0.117306	0.326376	-0.213233	1.33576
chr11	60787547	60898232	MS4A10,CCDC86,PTGDR2,ZP1,PRPF19	-0.0412113	0.393398	2	1	1	29.6699	147	119.185	0.0235961	-0.0901234	0.00951512	-0.650214	0.444983
chr11	60898232	60975076	PRPF19,TMEM109,TMEM132A,SLC15A3,CD6	0.316272	0.5625	3	2	1	42.025	106	90.1472	0.0292221	0.262259	0.378934	-0.108053	1.08264
chr11	60975076	61202790	CD6,CD5,VPS37C	-0.0470264	0.393398	2	1	1	31.1703	315	265.627	0.0175726	-0.0863498	-0.020293	-0.616109	0.538595
chr11	61202790	61450948	PGA3,PGA4,PGA5,VWCE,DDB1,TKFC,CYB561A3,TMEM138,TMEM216,CPSF7,SDHAF2	0.135885	0.40483	2	1	1	37.9581	347	285.528	0.0166696	0.103314	0.17235	-0.383756	0.691088
chr11	61450948	61469983	-	-0.296096	0.4	1	1	0	29.4469	27	20.833	0.0456348	-0.362929	-0.20856	-0.574529	0.332512
chr11	61469983	61522153	PPP1R32,LRRC10B,SYT7	0.228842	0.425	3	2	1	41.1377	71	58.2232	0.0366974	0.154279	0.295909	-0.40458	0.79913
chr11	61522153	61577142	SYT7	-0.130149	0.413043	2	1	1	28.0483	78	69.9887	0.0384856	-0.193395	-0.049665	-0.723003	0.443927
chr11	61577142	61628607	SYT7,LOC101927495,RPLP0P2	0.365547	0.436364	3	2	1	45.812	70	55.8466	0.0422787	0.281166	0.441636	-0.207797	1.35334
